year,annotation,Average Load
2003,,225.0
2004,,222.0
2005,,211.0
2006,,221.0
2007,,213.0
2008,,217.0
2009,,217.0
2010,,236.0
2011,,229.0
2012,,205.0
2013,,190.0
2014,,170.0
2015,,166.0
2016,start of forecast,176.0
2017,,176.0
2018,,176.0
2019,,176.0
2020,,175.0
2021,,175.0
2022,,176.0
2023,,176.0
2024,,177.0
2025,,177.0
2026,,177.0
2027,,177.0
2028,,176.0
2029,,177.0
2030,,176.0
2031,,176.0
2032,,176.0
2033,,176.0
2034,,176.0
2035,,176.0
2036,,176.0
2037,,176.0
2038,,176.0
2039,,175.0
2040,,175.0
