year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,67057.59,1242853.76,692168.8,82044.09,719323.91,368876.98
2018,70989.0,1315912.29,721434.15,85991.16,754124.96,382894.39
2019,76309.8,1414541.31,772877.18,91348.56,801106.38,406748.42
2020,78765.05,1460202.89,796693.4,93811.86,822857.04,417791.95
2021,80433.62,1491252.77,812888.43,95484.92,837647.49,425301.56
2022,81732.16,1514996.79,825272.86,96811.46,848957.83,431044.2
2023,82640.48,1531434.96,844634.65,97749.18,856788.07,439370.07
2024,83353.06,1544220.2,851389.46,98491.15,862878.25,442493.18
2025,84253.06,1560658.37,871059.37,99411.3,870708.49,450929.49
2026,85235.0,1578923.0,880832.35,100396.17,879408.75,455435.25
2027,86111.82,1595361.17,878408.73,101268.22,887238.99,454985.63
2028,86791.7,1608146.42,885163.54,101942.2,893329.18,458108.74
2029,87787.42,1626411.05,894813.28,102955.64,902029.44,462570.32
2030,88371.09,1637369.83,900603.12,103535.28,907249.6,465247.28
2031,89358.44,1655634.46,910252.86,104531.4,915949.86,469708.87
2032,,,920867.57,,,474616.61
2033,,,931482.28,,,479524.36
2034,,,942096.99,,,484432.11
2035,,,948851.81,,,487555.22
2036,,,959466.52,,,492462.96
