year,population
2003,388.0
2004,392.0
2005,391.0
2006,396.0
2007,387.0
2008,379.0
2009,393.0
2010,413.0
2011,412.0
2012,414.0
2013,420.0
2014,424.0
2015,424.0
2016,424.0
2017,424.0
2018,423.0
2019,423.0
2020,422.0
2021,422.0
2022,423.0
2023,425.0
2024,427.0
2025,428.0
2026,428.0
2027,427.0
2028,426.0
2029,427.0
2030,426.0
2031,426.0
2032,426.0
2033,425.0
2034,424.0
2035,424.0
2036,424.0
2037,424.0
2038,424.0
2039,422.0
2040,421.0
