year,Base case cost,Modeled diesel efficiency
2019,611285.230291,795466.070475
2020,641013.9654,816873.000533
2021,661331.370837,829855.876174
2022,678392.391301,840007.014954
2023,691453.428794,846647.404336
2024,701704.615593,850856.039006
2025,714028.681207,857068.889269
2026,725883.216221,862971.866485
2027,736053.79258,867458.203583
2028,743747.296757,869804.21095
2029,756908.650037,877229.929805
2030,763351.838352,878654.612251
2031,776070.71401,885888.357823
2032,788608.663441,893059.082897
2033,801596.45285,900737.833314
2034,813587.379198,907607.102373
2035,822634.084485,911894.296804
2036,835576.227284,919815.073444
2037,844636.184813,924296.703444
2038,858269.104385,933023.572335
