year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,122160.27,9854.6,182646.33,96497.37
2018,122013.02,9853.15,182646.33,95264.88
2019,122013.02,9853.16,182646.33,95264.88
2020,121865.77,9852.16,182646.33,95264.88
2021,121792.15,9851.39,182646.33,95264.88
2022,122013.02,9853.54,182646.33,95264.88
2023,122381.14,9856.1,182646.33,96497.37
2024,122675.63,9858.78,182646.33,96497.37
2025,122896.5,9860.27,182646.33,97729.87
2026,122822.88,9859.8,182646.33,97729.87
2027,122675.63,9858.59,182646.33,96497.37
2028,122528.38,9857.43,182646.33,96497.37
2029,122675.63,9858.55,182646.33,96497.37
2030,122528.38,9857.67,182646.33,96497.37
2031,122602.01,9857.85,182646.33,96497.37
2032,122454.76,,,96497.37
2033,122381.14,,,96497.37
2034,122160.27,,,96497.37
2035,122233.89,,,96497.37
2036,122160.27,,,96497.37
