year,Base case diesel consumed,Modeled diesel efficiency
2019,122013.020018,110920.927289
2020,121865.77289,110787.066263
2021,121792.149325,110720.13575
2022,122013.020018,110920.927289
2023,122381.13784,111255.579854
2024,122675.632097,111523.301906
2025,122896.50279,111724.093445
2026,122822.879225,111657.162932
2027,122675.632097,111523.301906
2028,122528.384968,111389.44088
2029,122675.632097,111523.301906
2030,122528.384968,111389.44088
2031,122602.008532,111456.371393
2032,122454.761404,111322.510367
2033,122381.13784,111255.579854
2034,122160.267147,111054.788315
2035,122233.890711,111121.718828
2036,122160.267147,111054.788315
2037,122233.890711,111121.718828
2038,122086.643583,110987.857802
