year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20044.63,84912.08,32730.64,27041.07,75872.33,37751.56
2018,21229.79,89935.5,30667.8,28188.11,79093.36,36074.72
2019,22846.03,96785.62,32875.35,29752.45,83485.68,38078.08
2020,23545.86,99754.0,33831.95,30429.61,85389.02,38946.19
2021,24083.9,102037.38,34567.8,30950.13,86853.13,39613.98
2022,24460.62,103635.74,35082.89,31314.62,87878.0,40081.43
2023,24674.63,104549.09,35377.23,31521.23,88463.65,40348.54
2024,24889.2,105462.44,35671.57,31728.58,89049.29,40615.65
2025,25156.19,106604.12,36039.49,31986.18,89781.34,40949.55
2026,25478.12,107974.15,36481.0,32297.34,90659.81,41350.22
2027,25691.62,108887.5,36775.34,32503.31,91245.45,41617.33
2028,25903.68,109800.85,37069.68,32707.4,91831.09,41884.44
2029,26172.45,110942.53,37437.6,32967.38,92563.15,42218.33
2030,26385.61,111855.88,37731.94,33172.94,93148.79,42485.45
2031,26652.39,112997.57,38099.86,33430.34,93880.84,42819.34
2032,,,38541.37,,,43220.01
2033,,,38982.88,,,43620.68
2034,,,39424.39,,,44021.35
2035,,,34620.46,,,40201.53
2036,,,35006.01,,,40565.78
