year,Base case diesel consumed,Modeled diesel efficiency
2019,20859.5844256,18963.2585687
2020,20859.5844256,18963.2585687
2021,20859.5844256,18963.2585687
2022,20768.4945373,18880.4495793
2023,20768.4945373,18880.4495793
2024,20768.4945373,18880.4495793
2025,20677.4046489,18797.6405899
2026,20586.3147606,18714.8316006
2027,20586.3147606,18714.8316006
2028,20495.2248723,18632.0226112
2029,20495.2248723,18632.0226112
2030,20404.134984,18549.2136218
2031,20313.0450957,18466.4046324
2032,20221.9552073,18383.595643
2033,20039.7754307,18217.9776643
2034,19948.6855424,18135.1686749
2035,19766.5057657,17969.5506961
2036,19675.4158774,17886.7417067
2037,19584.3259891,17803.9327173
2038,19402.1462124,17638.3147386
