year,Base case cost,Modeled residential energy efficiency
2017,70482.2079548,72506.4424433
2018,66742.5279525,68137.4700585
2019,70953.4216357,71575.2785498
2020,72778.1422317,72948.4444208
2021,74181.7734594,73961.2849149
2022,75164.3153188,74613.6849361
2023,75725.7678099,74905.5320881
2024,76287.220301,75201.9527007
2025,76989.0359148,75624.584947
2026,77831.2146515,76173.3241483
2027,78392.6671426,76482.831989
2028,78954.1196336,76796.4993679
2029,79655.9352475,77235.9741585
2030,80217.3877386,77557.6704306
2031,80919.2033524,78004.9859373
2032,81761.3820891,78577.8298873
2033,82603.5608257,79154.3682482
2034,83445.7395623,79734.5144329
2035,74821.9922461,70908.1111064
2036,75571.7889835,71402.8392475
