year,Base case diesel consumed,Modeled non-residential ashp
2017,22833.7309509,15983.6116656
2018,22833.7309509,15983.6116656
2019,22833.7309509,15983.6116656
2020,22833.7309509,15983.6116656
2021,22833.7309509,15983.6116656
2022,22833.7309509,15983.6116656
2023,22833.7309509,15983.6116656
2024,22833.7309509,15983.6116656
2025,22833.7309509,15983.6116656
2026,22833.7309509,15983.6116656
2027,22833.7309509,15983.6116656
2028,22833.7309509,15983.6116656
2029,22833.7309509,15983.6116656
2030,22833.7309509,15983.6116656
2031,22833.7309509,15983.6116656
