year,Base case cost,Modeled diesel efficiency
2019,63830.3283423,219939.7023
2020,66542.0743176,218610.110342
2021,68628.0327602,216800.561616
2022,69782.1416452,214230.733363
2023,70612.8814267,211451.753944
2024,71443.6212082,208755.607266
2025,72164.1422248,206040.153076
2026,73081.4174002,203582.561774
2027,73904.8699906,201116.82122
2028,74397.6662864,198425.819968
2029,75422.4275301,196291.993496
2030,75903.3821404,193735.643323
2031,76580.1800106,191427.494525
2032,77450.0884441,189363.418452
2033,77954.7264254,187034.190075
2034,78797.3078924,185077.526591
2035,78670.6929476,182303.587475
2036,79488.6801447,180450.694013
2037,79904.0500355,178292.640723
2038,80324.8853195,176198.98556
