year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,22833.7309509,16896.9609036
2018,22833.7309509,16896.9609036
2019,22833.7309509,16896.9609036
2020,22833.7309509,16896.9609036
2021,22833.7309509,16896.9609036
2022,22833.7309509,16896.9609036
2023,22833.7309509,16896.9609036
2024,22833.7309509,16896.9609036
2025,22833.7309509,16896.9609036
2026,22833.7309509,16896.9609036
2027,22833.7309509,16896.9609036
2028,22833.7309509,16896.9609036
2029,22833.7309509,16896.9609036
2030,22833.7309509,16896.9609036
2031,22833.7309509,16896.9609036
