year,Base case cost,Modeled non-residential energy efficiency
2017,160784.405096,171917.446838
2018,169028.861742,178601.156517
2019,180271.302624,187995.267952
2020,185143.027006,191682.352782
2021,188890.507299,194375.560402
2022,191513.743505,196074.511906
2023,193012.735623,196778.837274
2024,194511.72774,197498.218884
2025,196385.467887,198568.985095
2026,198633.956063,199990.791296
2027,200132.948181,200753.257232
2028,201631.940298,201529.416741
2029,203505.680445,202655.630116
2030,205004.672563,203458.22146
2031,206878.41271,204610.247174
