year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,55370.91,2713.64,33938.67,27170.53
2018,55218.79,2695.43,33938.67,27170.53
2019,55142.74,2674.72,33938.67,27170.53
2020,54990.62,2649.01,33938.67,26110.89
2021,54838.5,2634.48,33938.67,26110.89
2022,54838.5,2622.9,33938.67,26110.89
2023,54838.5,2622.58,33938.67,26110.89
2024,54762.44,2615.61,33938.67,26110.89
2025,54762.44,2613.49,33938.67,26110.89
2026,54686.38,2603.96,33938.67,25051.25
2027,54534.26,2576.41,33938.67,25051.25
2028,54458.2,2563.58,33938.67,25051.25
2029,54382.15,2551.86,33938.67,23991.61
2030,54306.09,2537.68,33938.67,23991.61
2031,54230.03,2533.89,33938.67,23991.61
2032,54153.97,2512.75,33938.67,23991.61
2033,54077.91,2504.08,33938.67,23991.61
2034,54001.85,2493.34,33938.67,23991.61
2035,53925.79,2482.52,33938.67,22931.96
2036,53849.73,2471.97,33938.67,22931.96
2037,53773.67,2458.8,33938.67,22931.96
2038,53697.62,2442.52,33938.67,22931.96
2039,53621.56,2432.38,33938.67,21872.32
2040,53621.56,2424.48,33938.67,21872.32
