year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,63824.0,55111.2714873
2018,63805.0,55092.2714873
2019,63785.0,55072.2714873
2020,62699.0,53986.2714873
2021,62684.0,53971.2714873
2022,62673.0,53960.2714873
2023,62673.0,53960.2714873
2024,62666.0,53953.2714873
2025,62663.0,53950.2714873
2026,61594.0,52881.2714873
2027,61566.0,52853.2714873
2028,61554.0,52841.2714873
2029,60483.0,51770.2714873
2030,60469.0,51756.2714873
2031,60465.0,51752.2714873
2032,60444.0,51731.2714873
2033,60435.0,51722.2714873
2034,60424.0,51711.2714873
2035,59354.0,50641.2714873
2036,59343.0,50630.2714873
