year,Base case diesel consumed,Modeled diesel efficiency
2019,55142.7351723,50129.7592475
2020,54990.6172821,49991.4702565
2021,54838.499392,49853.1812655
2022,54838.499392,49853.1812655
2023,54838.499392,49853.1812655
2024,54762.4404469,49784.0367699
2025,54762.4404469,49784.0367699
2026,54686.3815019,49714.8922744
2027,54534.2636117,49576.6032834
2028,54458.2046667,49507.4587879
2029,54382.1457216,49438.3142924
2030,54306.0867765,49369.1697969
2031,54230.0278315,49300.0253013
2032,54153.9688864,49230.8808058
2033,54077.9099414,49161.7363103
2034,54001.8509963,49092.5918148
2035,53925.7920512,49023.4473193
2036,53849.7331062,48954.3028238
2037,53773.6741611,48885.1583283
2038,53697.615216,48816.0138328
