year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,721455
2004,,0,0,0,0,0,764238
2005,,0,0,0,0,0,758122
2006,,0,0,0,0,0,676341
2007,,0,0,0,0,0,668831
2008,,0,0,0,0,0,699892
2009,,0,0,0,0,0,693034
2010,,0,0,0,0,0,0
2011,,0,0,0,0,0,0
2012,,0,0,0,0,0,750374
2013,,0,0,0,0,0,725768
2014,start of forecast,0,0,0,0,0,730000
2015,,0,0,0,0,0,730000
2016,,0,0,0,0,0,729000
2017,,0,0,0,0,0,728000
2018,,0,0,0,0,0,726000
2019,,0,0,0,0,0,725000
2020,,0,0,0,0,0,723000
2021,,0,0,0,0,0,721000
2022,,0,0,0,0,0,721000
2023,,0,0,0,0,0,721000
2024,,0,0,0,0,0,720000
2025,,0,0,0,0,0,720000
2026,,0,0,0,0,0,719000
2027,,0,0,0,0,0,717000
2028,,0,0,0,0,0,716000
2029,,0,0,0,0,0,715000
2030,,0,0,0,0,0,714000
2031,,0,0,0,0,0,713000
2032,,0,0,0,0,0,712000
2033,,0,0,0,0,0,711000
2034,,0,0,0,0,0,710000
2035,,0,0,0,0,0,709000
2036,,0,0,0,0,0,708000
2037,,0,0,0,0,0,707000
2038,,0,0,0,0,0,706000
2039,,0,0,0,0,0,705000
2040,,0,0,0,0,0,705000
