year,Base case cost,Modeled residential energy efficiency
2017,297342.907595,282811.288968
2018,312608.971045,295599.550805
2019,334076.872772,313799.217228
2020,333342.81115,311289.465901
2021,339809.474436,316423.651794
2022,344890.424161,320368.234435
2023,348123.755804,322722.761537
2024,351357.087447,325087.761384
2025,354590.41909,327462.988528
2026,347161.346081,319062.379386
2027,350288.557987,321351.227889
2028,353415.769893,323649.601303
2029,345069.993491,314422.578463
2030,347227.91647,315893.467504
2031,351112.17783,318852.727239
2032,355428.023787,322190.524812
2033,359312.285147,325166.907222
2034,363628.131103,328521.426157
2035,353555.067654,317741.942044
2036,357719.313986,320960.808085
