year,Base case cost,Modeled water and wastewater efficiency
2017,42073.0310959,37850.709086
2018,43933.9650158,38987.790695
2019,46587.374665,40691.4169907
2020,47521.7942313,41178.7637765
2021,48177.5655886,41473.2797078
2022,48682.7199845,41665.1026528
2023,49133.1034115,41822.8109561
2024,49457.4696042,41894.3570416
2025,49871.8381718,42033.8644438
2026,50272.4271312,42166.6379432
2027,50188.6118854,41957.7401998
2028,50384.5869677,41952.0179272
2029,50661.5425698,42007.2290325
2030,50695.3663818,41892.9771672
2031,51186.3539032,42107.2197506
