year,Base case cost,Modeled biomass for heat (cordwood)
2017,348779.120733,365134.825144
2018,369092.891401,382310.778178
2019,397680.447367,406636.058941
2020,404076.35133,410868.74756
2021,412755.440805,418002.330086
2022,419577.039086,423547.437452
2023,423964.149086,427014.02093
2024,428303.416174,430440.042015
2025,432669.322069,433899.811792
2026,430831.655962,430988.698241
2027,434945.424314,434210.054231
2028,439169.427894,437548.267045
2029,436366.802383,433779.189882
2030,439289.246559,436002.879109
2031,444702.037752,440374.573051
2032,450591.989017,445142.322084
2033,455964.046702,449485.18598
2034,461923.454983,454334.016506
2035,457304.864174,448958.96579
2036,463154.412455,453709.022278
