year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,6912.4,770439.7,880011.33
2018,0.0,6906.81,770439.7,878629.28
2019,0.0,6902.12,770439.7,877247.24
2020,0.0,6895.72,770439.7,875865.19
2021,0.0,6887.16,770439.7,874483.14
2022,0.0,6878.72,770439.7,871719.04
2023,0.0,6869.23,770439.7,870337.0
2024,0.0,6859.26,770439.7,867572.9
2025,0.0,6847.98,770439.7,864808.8
2026,0.0,6835.98,770439.7,862044.71
2027,0.0,6822.73,770439.7,859280.61
2028,0.0,6809.3,770439.7,856516.51
2029,0.0,6804.48,770439.7,855134.46
2030,0.0,6797.82,770439.7,853752.42
2031,0.0,6790.32,770439.7,850988.32
2032,0.0,6778.14,770439.7,848224.22
2033,0.0,6765.79,770439.7,845460.13
2034,0.0,6754.84,770439.7,842696.03
2035,0.0,6746.87,770439.7,841313.98
2036,0.0,6742.63,770439.7,839931.93
2037,0.0,6742.05,770439.7,839931.93
2038,0.0,6742.33,770439.7,839931.93
2039,0.0,6744.48,770439.7,841313.98
2040,0.0,6744.97,770439.7,841313.98
