year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,18327.01,2042917.35,3228063.02,61126.58,1314742.27,1105336.65
2018,20453.29,2281753.66,3495368.46,61725.67,1327944.25,1115011.86
2019,23407.33,2613042.73,3867086.7,62564.38,1346256.68,1128944.28
2020,24833.73,2774835.07,4044926.03,62962.83,1355199.95,1134990.68
2021,25767.08,2882696.63,4160971.09,63216.74,1361162.14,1138524.41
2022,26492.18,2967444.99,4243708.04,63411.49,1365846.71,1139513.41
2023,27005.18,3029080.17,4306606.91,63543.94,1369253.68,1140887.49
2024,27377.51,3075306.55,4344983.96,63635.42,1371808.9,1140074.42
2025,27880.32,3136941.73,4400325.5,63762.74,1375215.86,1139956.42
2026,28446.71,3206281.3,4463845.23,63907.69,1379048.69,1140175.91
2027,28937.4,3267916.48,4518274.62,64029.31,1382455.66,1140027.77
2028,29289.02,3314142.86,4555131.42,64110.84,1385010.88,1139164.47
2029,29880.65,3383482.43,4624743.5,64274.98,1388843.71,1140827.62
2030,30191.31,3422004.42,4659956.72,64355.19,1390973.06,1141085.11
2031,30837.02,3499048.39,4729968.54,64531.49,1395231.77,1141586.37
2032,31391.77,3568387.96,4790945.31,64675.04,1399064.6,1141721.83
2033,32011.13,3645431.93,4859879.13,64837.58,1403323.3,1142187.48
2034,32634.82,3722475.9,4928260.14,65003.83,1407582.01,1142634.86
2035,33068.58,3776406.68,4979069.61,65119.23,1410563.1,1143542.2
2036,33722.09,3853450.65,5054883.56,65303.98,1414821.8,1145477.54
2037,34123.69,3899677.03,5105279.48,65420.28,1417377.02,1147546.31
2038,34866.78,3984425.4,5197671.99,65637.3,1422061.6,1151339.07
2039,35417.46,4046060.57,5273529.51,65800.62,1425468.56,1155626.04
2040,36229.42,4138513.34,5374487.18,66037.91,1430579.0,1159769.07
