year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,770439.701033,570125.378765
2018,770439.701033,570125.378765
2019,770439.701033,570125.378765
2020,770439.701033,570125.378765
2021,770439.701033,570125.378765
2022,770439.701033,570125.378765
2023,770439.701033,570125.378765
2024,770439.701033,570125.378765
2025,770439.701033,570125.378765
2026,770439.701033,570125.378765
2027,770439.701033,570125.378765
2028,770439.701033,570125.378765
2029,770439.701033,570125.378765
2030,770439.701033,570125.378765
2031,770439.701033,570125.378765
