year,Base case diesel consumed,Modeled residential ashp
2017,69413.7655044,33384.5521995
2018,69413.7655044,33384.5521995
2019,69413.7655044,33384.5521995
2020,69413.7655044,33384.5521995
2021,69413.7655044,33384.5521995
2022,69413.7655044,33384.5521995
2023,71383.7962066,35354.5829017
2024,71383.7962066,35354.5829017
2025,71383.7962066,35354.5829017
2026,71383.7962066,35354.5829017
2027,71383.7962066,35354.5829017
2028,71383.7962066,35354.5829017
2029,71383.7962066,35354.5829017
2030,73353.8269088,37324.6136039
2031,73353.8269088,37324.6136039
