year,Base case cost,Modeled water and wastewater efficiency
2017,21145.7668297,20740.7146352
2018,22403.3884546,21497.2919211
2019,24065.6754877,22542.5687181
2020,24877.2127735,22990.6582267
2021,25445.6653603,23270.2432238
2022,25851.7281549,23437.8757914
2023,26136.2459913,23522.5429129
2024,26379.9933059,23580.9779945
2025,26664.46514,23671.1042676
2026,26989.7230172,23792.9995838
2027,27274.4754506,23888.9228977
2028,27518.8141049,23958.9568971
2029,27843.9486629,24088.4234824
2030,28047.6912097,24134.6493665
2031,28412.9216065,24296.9379041
