year,Base case diesel consumed,Modeled diesel efficiency
2019,31484.5122045,28622.2838223
2020,31590.0151725,28718.1956114
2021,31590.0151725,28718.1956114
2022,31590.0151725,28718.1956114
2023,31590.0151725,28718.1956114
2024,31590.0151725,28718.1956114
2025,31590.0151725,28718.1956114
2026,31695.5181404,28814.1074004
2027,31695.5181404,28814.1074004
2028,31695.5181404,28814.1074004
2029,31695.5181404,28814.1074004
2030,31801.0211084,28910.0191894
2031,31801.0211084,28910.0191894
2032,31801.0211084,28910.0191894
2033,31906.5240763,29005.9309785
2034,31906.5240763,29005.9309785
2035,31906.5240763,29005.9309785
2036,31906.5240763,29005.9309785
2037,31906.5240763,29005.9309785
2038,31906.5240763,29005.9309785
