year,Base case cost,Modeled non-residential energy efficiency
2017,247142.809005,260192.570102
2018,263291.463691,274115.611225
2019,284649.361825,292845.224055
2020,295067.848719,301546.735216
2021,302360.789545,307397.481527
2022,307570.032992,311354.02908
2023,311216.503405,313894.433459
2024,314342.049473,315975.282873
2025,317988.519886,318553.176199
2026,322155.914644,321627.679318
2027,325802.385057,324241.32489
2028,328927.931125,326393.698907
2029,333095.325883,329519.962178
2030,335699.947607,331227.111362
2031,340388.266709,334864.412818
