year,Base case cost,Modeled diesel efficiency
2019,103898.890275,261050.436622
2020,110565.053104,263205.969804
2021,114987.655228,263413.416755
2022,118146.656745,262561.505423
2023,120357.957807,260935.323173
2024,122253.358718,259107.188392
2025,124464.65978,257649.467446
2026,127415.982925,256945.774975
2027,129634.669194,255655.425074
2028,131536.400283,254154.449804
2029,134072.041734,253305.455648
2030,136108.370344,252076.465486
2031,138970.462244,251670.361341
2032,141514.543932,251045.657164
2033,144855.619307,251214.34047
2034,147727.206473,251023.450508
2035,149641.597918,250028.040971
2036,152832.250326,250256.988172
2037,154427.576529,249098.255534
2038,157618.228937,249450.968571
