year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,7434.59,147815.14,234307.04,13711.18,99327.67,165781.13
2018,7982.65,158908.1,245476.1,14420.74,104383.37,174219.25
2019,8709.61,173579.42,260248.08,15356.06,111069.94,185379.36
2020,9057.99,180736.17,267453.92,15819.22,114331.68,190823.31
2021,9297.75,185745.89,272498.01,16147.91,116614.9,194634.08
2022,9467.89,189324.26,276100.93,16383.84,118245.77,197356.05
2023,9584.2,191829.13,286530.57,16552.05,119387.38,203895.42
2024,9684.49,193976.15,288753.67,16695.51,120365.9,205566.59
2025,9800.1,196481.01,291347.3,16864.37,121507.51,207516.29
2026,9930.09,199343.71,294311.44,17059.63,122812.21,209744.51
2027,10041.56,201848.57,296905.06,17232.91,123953.82,211694.2
2028,10133.79,203995.59,299128.16,17385.02,124932.34,213365.37
2029,10262.03,206858.29,302092.31,17581.91,126237.04,215593.59
2030,10336.05,208647.48,312333.08,17711.64,127052.47,221917.74
2031,10483.84,211868.01,315759.77,17929.08,128520.25,224481.46
2032,,,318805.71,,,226760.32
2033,,,322232.4,,,229324.05
2034,,,325659.09,,,231887.77
2035,,,327943.55,,,233596.92
2036,,,331750.98,,,236445.5
