year,Base case cost,Modeled residential energy efficiency
2017,400088.167443,376089.654409
2018,419695.350933,391828.951983
2019,445627.432323,412956.11102
2020,458277.228123,422833.501425
2021,467132.085183,429510.869092
2022,473456.983083,434061.107337
2023,490425.991634,449562.018695
2024,494320.264106,452102.691965
2025,498863.581989,455214.854678
2026,504055.945285,458898.079052
2027,508599.263169,462045.472425
2028,512493.53564,464656.62683
2029,517685.898936,468390.856231
2030,534250.820248,483801.278539
2031,540241.229553,488269.788092
2032,545566.037824,492183.964607
2033,551556.44713,496683.031887
2034,557546.856435,501196.843005
2035,561540.462638,504015.673167
2036,568196.472977,509127.736467
