year,Base case cost,Modeled water and wastewater efficiency
2017,2410.38272171,3972.95860406
2018,2536.26494643,4057.95599002
2019,2714.33118486,4178.43057729
2020,2764.99135217,4212.12526481
2021,2760.75669962,4208.37918405
2022,2742.01193434,4194.77001778
2023,2692.63373833,4160.25996931
2024,2632.52356049,4118.35433212
2025,2575.97119787,4078.93183769
2026,2526.96160136,4044.63920364
2027,2467.13140837,4002.95120528
2028,2403.228943,3958.52409928
2029,2326.19915645,3905.00948702
2030,2245.4801499,3849.06024703
2031,2176.94020065,3801.41898257
