year,Base case diesel consumed,Modeled non-residential ashp
2017,139120.598381,97384.4188252
2018,139120.598381,97384.4188252
2019,139120.598381,97384.4188252
2020,139120.598381,97384.4188252
2021,139120.598381,97384.4188252
2022,139120.598381,97384.4188252
2023,139120.598381,97384.4188252
2024,139120.598381,97384.4188252
2025,139120.598381,97384.4188252
2026,139120.598381,97384.4188252
2027,139120.598381,97384.4188252
2028,139120.598381,97384.4188252
2029,139120.598381,97384.4188252
2030,139120.598381,97384.4188252
2031,139120.598381,97384.4188252
