year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,139121.0,102868.216312
2018,139121.0,102868.216312
2019,139121.0,102868.216312
2020,139121.0,102868.216312
2021,139121.0,102868.216312
2022,139121.0,102868.216312
2023,139121.0,102868.216312
2024,139121.0,102868.216312
2025,139121.0,102868.216312
2026,139121.0,102868.216312
2027,139121.0,102868.216312
2028,139121.0,102868.216312
2029,139121.0,102868.216312
2030,139121.0,102868.216312
2031,139121.0,102868.216312
2032,,
2033,,
2034,,
2035,,
2036,,
