year,Base case cost,Modeled biomass for heat (cordwood)
2017,401024.687523,516679.77906
2018,438587.357523,544454.197464
2019,490062.127523,582515.4375
2020,516495.117523,602060.398599
2021,533189.637523,614404.584556
2022,547101.737523,624691.406188
2023,555448.997523,630863.499166
2024,563796.257523,637035.592145
2025,572143.517523,643207.685124
2026,583273.197523,651437.142429
2027,593011.667523,658637.91757
2028,601358.927523,664810.010549
2029,611097.397523,672010.785691
2030,618053.447523,677154.196507
2031,629183.127523,685383.653812
2032,,
2033,,
2034,,
2035,,
2036,,
