year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12508.24,818324.0,818324.0
2004,,12508.24,1055505.0,1055505.0
2005,,12508.24,885571.0,885571.0
2006,,12508.24,847134.0,847134.0
2007,,12508.24,821031.0,821031.0
2008,,12508.24,876226.0,876226.0
2009,,12508.24,897724.0,897724.0
2010,,12508.24,912290.0,912290.0
2011,,12508.24,870446.0,870446.0
2012,,12508.24,857032.0,857032.0
2013,,12508.24,864934.0,864934.0
2014,start of forecast,12508.24,868000.0,868000.0
2015,,12508.24,869000.0,869000.0
2016,,12508.24,869000.0,869000.0
2017,,12508.24,870000.0,870000.0
2018,,12508.24,871000.0,871000.0
2019,,12508.24,872000.0,872000.0
2020,,12508.24,872000.0,872000.0
2021,,12508.24,873000.0,873000.0
2022,,12508.24,874000.0,874000.0
2023,,12508.24,875000.0,875000.0
2024,,12508.24,876000.0,876000.0
2025,,12508.24,876000.0,876000.0
2026,,12508.24,877000.0,877000.0
2027,,12508.24,878000.0,878000.0
2028,,12508.24,879000.0,879000.0
2029,,12508.24,879000.0,879000.0
2030,,12508.24,880000.0,880000.0
2031,,12508.24,881000.0,881000.0
2032,,12508.24,882000.0,882000.0
2033,,12508.24,882000.0,882000.0
2034,,12508.24,883000.0,883000.0
2035,,12508.24,883000.0,883000.0
2036,,12508.24,884000.0,884000.0
2037,,12508.24,885000.0,885000.0
2038,,12508.24,885000.0,885000.0
2039,,12508.24,886000.0,886000.0
2040,,12508.24,887000.0,887000.0
