year,Base case cost,Modeled non-residential energy efficiency
2017,762728.735991,782505.027603
2018,803938.796171,820598.23755
2019,858394.947123,870935.693552
2020,884887.128667,895424.185661
2021,902548.58303,911749.847067
2022,915794.673802,923994.093121
2023,926097.188847,933517.395608
2024,933456.128165,940319.754527
2025,942286.855346,948482.585231
2026,954061.158255,959366.359501
2027,962891.885436,967529.190204
2028,970250.824754,974331.549123
2029,980553.339799,983854.85161
2030,987912.279117,990657.210529
2031,999686.582025,1001540.9848
