year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,229219.0,169487.780164
2018,229219.0,169487.780164
2019,229219.0,169487.780164
2020,229219.0,169487.780164
2021,229219.0,169487.780164
2022,229219.0,169487.780164
2023,229219.0,169487.780164
2024,229219.0,169487.780164
2025,229219.0,169487.780164
2026,229219.0,169487.780164
2027,229219.0,169487.780164
2028,229219.0,169487.780164
2029,229219.0,169487.780164
2030,229219.0,169487.780164
2031,229219.0,169487.780164
2032,,
2033,,
2034,,
2035,,
2036,,
