year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,229219.447455,169622.391117
2018,229219.447455,169622.391117
2019,229219.447455,169622.391117
2020,229219.447455,169622.391117
2021,229219.447455,169622.391117
2022,229219.447455,169622.391117
2023,229219.447455,169622.391117
2024,229219.447455,169622.391117
2025,229219.447455,169622.391117
2026,229219.447455,169622.391117
2027,229219.447455,169622.391117
2028,229219.447455,169622.391117
2029,229219.447455,169622.391117
2030,229219.447455,169622.391117
2031,229219.447455,169622.391117
