year,Base case cost,Modeled residential energy efficiency
2017,927645.321145,886021.389077
2018,985776.314181,939772.661019
2019,1052692.66261,1000687.16943
2020,1093099.17901,1038011.65987
2021,1105057.87157,1048023.80973
2022,1126061.04931,1067404.86854
2023,1124680.28768,1065050.83556
2024,1137124.14842,1076521.42494
2025,1135269.24907,1073693.25424
2026,1151650.33552,1088776.64555
2027,1151289.91131,1087280.7381
2028,1163417.68025,1098435.23567
2029,1162530.43636,1096412.50854
2030,1157337.19299,1090408.20571
2031,1157707.35539,1089480.67297
2032,1157656.06205,1088131.68449
2033,1174899.44002,1103915.15543
2034,1176079.21198,1103635.02036
2035,1187416.75139,1113999.28841
2036,1187964.33973,1113086.96972
