year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,660738.91,603837.97,0.0,1087576.23,323807.35
2018,0.0,722628.16,645189.29,0.0,1121664.89,340587.02
2019,0.0,807439.35,692218.8,0.0,1168378.99,360473.86
2020,0.0,850991.05,720918.32,0.0,1192367.3,372180.86
2021,0.0,878497.38,728755.32,0.0,1207517.82,376302.55
2022,0.0,901419.33,743650.03,0.0,1220143.25,382411.01
2023,0.0,915172.49,741961.38,0.0,1227718.51,382718.91
2024,0.0,928925.66,750772.03,0.0,1235293.77,386352.11
2025,0.0,942678.83,748704.85,0.0,1242869.02,386564.4
2026,0.0,961016.38,760284.16,0.0,1252969.37,391366.18
2027,0.0,977061.74,759222.78,0.0,1261807.17,392067.14
2028,0.0,990814.91,767781.08,0.0,1269382.43,395636.6
2029,0.0,1006860.27,766299.11,0.0,1278220.23,396231.33
2030,0.0,1018321.24,761754.08,0.0,1284532.94,395583.11
2031,0.0,1036658.8,761088.65,0.0,1294633.29,396618.71
2032,,,760086.74,,,397569.32
2033,,,772167.15,,,402732.29
2034,,,771960.75,,,404118.46
2035,,,779888.17,,,407528.58
2036,,,779177.07,,,408787.27
