year,Base case cost,Modeled biomass for heat (cordwood)
2017,11929009.2828,12687551.6321
2018,13028826.49,13626456.6965
2019,14597206.1981,14981890.6199
2020,15337326.1717,15606422.6556
2021,15848515.3441,16034764.8531
2022,16209437.4497,16329419.0922
2023,16437650.1139,16503895.0797
2024,16606551.2987,16627543.094
2025,16827359.2063,16799458.0862
2026,17099102.1715,17010583.2618
2027,17326357.2401,17185676.0467
2028,17480926.2669,17296529.3963
2029,17812437.6509,17572573.5258
2030,17962942.9519,17688154.6966
2031,18271532.4773,17937938.0432
2032,18498491.9942,18106428.6304
2033,18696463.2817,18246260.3331
2034,18894924.6511,18382865.845
2035,18925363.3455,18371952.2623
2036,19171516.9625,18556870.8356
