year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1549549.60731,1146666.70941
2018,1549549.60731,1146666.70941
2019,1549549.60731,1146666.70941
2020,1549549.60731,1146666.70941
2021,1549549.60731,1146666.70941
2022,1549549.60731,1146666.70941
2023,1549549.60731,1146666.70941
2024,1549549.60731,1146666.70941
2025,1549549.60731,1146666.70941
2026,1549549.60731,1146666.70941
2027,1549549.60731,1146666.70941
2028,1549549.60731,1146666.70941
2029,1549549.60731,1146666.70941
2030,1549549.60731,1146666.70941
2031,1549549.60731,1146666.70941
