year,Base case diesel consumed,Modeled residential energy efficiency
2017,1686004.93715,1364647.70883
2018,1676547.58244,1355190.35412
2019,1679249.68378,1357892.45547
2020,1671143.37975,1349786.15143
2021,1669792.32907,1348435.10076
2022,1664388.12638,1343030.89806
2023,1652228.67032,1330871.44201
2024,1641420.26494,1320063.03662
2025,1634665.01158,1313307.78326
2026,1619803.45417,1298446.22586
2027,1608995.04879,1287637.82047
2028,1596835.59273,1275478.36442
2029,1599537.69408,1278180.46576
2030,1598186.64341,1276829.41509
2031,1591431.39004,1270074.16172
2032,1571165.62995,1249808.40163
2033,1546846.71783,1225489.48952
2034,1518474.6537,1197117.42538
2035,1488751.5389,1167394.31058
2036,1469836.82948,1148479.60116
