year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,52229.34,9118.54,63047.15,17933.8
2018,52229.34,9118.86,63047.15,17933.8
2019,52229.34,9119.31,63047.15,17933.8
2020,52229.34,9119.81,63047.15,17933.8
2021,52229.34,9120.34,63047.15,18475.54
2022,52302.06,9120.72,63047.15,18475.54
2023,52302.06,9121.02,63047.15,18475.54
2024,52302.06,9121.33,63047.15,18475.54
2025,52302.06,9121.81,63047.15,18475.54
2026,52302.06,9122.27,63047.15,18475.54
2027,52374.78,9123.27,63047.15,18475.54
2028,52374.78,9124.34,63047.15,19017.29
2029,52447.5,9125.05,63047.15,19017.29
2030,52447.5,9125.89,63047.15,19017.29
2031,52447.5,9126.67,63047.15,19017.29
2032,52520.22,,,19559.03
2033,52520.22,,,19559.03
2034,52592.94,,,19559.03
2035,52592.94,,,19559.03
2036,52592.94,,,19559.03
