year,Base case cost,Modeled residential energy efficiency
2017,369314.362508,372259.47597
2018,386935.819076,388457.58188
2019,411410.064311,411157.965664
2020,422668.217119,421351.766697
2021,438889.064081,436700.292347
2022,444879.583229,441932.680447
2023,448873.262661,445282.167209
2024,452367.732164,448168.554171
2025,456860.621525,452011.648636
2026,461852.720815,456337.866839
2027,465846.400247,459726.932168
2028,478323.18472,471634.285046
2029,482903.5993,475602.649792
2030,485957.20902,478130.681859
2031,491046.558553,482599.692276
2032,505977.258886,496892.670825
2033,511163.858662,501475.688948
2034,516869.118416,506559.591626
2035,520499.73826,509680.193242
2036,526204.998014,514779.702524
