year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42043.7,290697.29,125258.3,68820.81,267429.83,244056.06
2018,45327.95,313394.26,131714.47,71973.8,279664.45,255221.35
2019,49889.83,344917.83,140681.37,76353.72,296656.96,270728.69
2020,51990.12,359418.67,144806.15,78373.3,304473.52,277862.07
2021,53452.39,369506.22,152136.53,79781.31,309911.12,286752.54
2022,54549.11,377071.87,154353.59,80837.28,313989.33,290525.99
2023,55280.58,382115.65,155831.64,81542.06,316708.13,293041.63
2024,55920.95,386528.95,157124.93,82159.59,319087.08,295242.81
2025,56744.9,392203.19,158787.72,82955.12,322145.74,298072.9
2026,57659.96,398507.9,160635.28,83837.8,325544.24,301217.44
2027,58396.14,403551.68,162113.32,84554.67,328263.04,303733.08
2028,59041.72,407964.98,168198.05,85185.54,330641.99,310125.14
2029,59867.52,413639.22,169909.6,85985.5,333700.65,312994.0
2030,60420.63,417422.05,171050.64,86525.39,335739.75,314906.57
2031,61338.48,423726.76,172952.37,87414.75,339138.25,318094.19
2032,,,180030.73,,,325946.53
2033,,,181986.63,,,329177.22
2034,,,184138.13,,,332730.99
2035,,,185507.26,,,334992.48
2036,,,187658.75,,,338546.25
