year,Base case cost,Modeled solar power (pv)
2016,134042.498176,135409.045896
2017,159821.766359,161052.763362
2018,178624.327107,179748.535234
2019,204738.994812,205730.408041
2020,216751.741957,217666.481846
2021,225108.435623,225961.862774
2022,231698.111386,232499.358535
2023,235882.275926,236640.26228
2024,239543.419898,240261.080541
2025,244250.605005,244925.079156
2026,249480.81068,250111.202355
2027,254017.673694,254608.747867
2028,257683.90816,258238.454703
2029,262761.972075,263277.169416
2030,265908.82204,266391.089025
2031,271153.571982,271596.439672
2032,277306.765566,277709.336562
2033,282558.787641,282923.769933
2034,288735.252052,289061.739504
2035,292416.757998,292712.678758
