year,Base case cost,Modeled wind power
2019,204738.994812,
2020,216751.741957,
2021,225108.435623,
2022,231698.111386,
2023,235882.275926,
2024,239543.419898,
2025,244250.605005,
2026,249480.81068,
2027,254017.673694,
2028,257683.90816,
2029,262761.972075,
2030,265908.82204,
2031,271153.571982,
2032,277306.765566,
2033,282558.787641,
2034,288735.252052,
2035,292416.757998,
2036,298201.981628,
2037,301883.487574,
2038,308094.131013,
