year,Base case cost,Modeled non-residential energy efficiency
2017,558127.118898,560938.606469
2018,593058.702908,590993.646649
2019,641574.79181,633435.875871
2020,663892.192705,652103.974306
2021,679417.341154,664636.246269
2022,691061.202491,673677.685589
2023,698823.776715,679227.424849
2024,705616.029162,683930.499032
2025,714348.925164,690431.962976
2026,724052.142944,697849.048129
2027,731814.717169,703535.083508
2028,738606.969615,708371.259371
2029,747339.865618,715002.705417
2030,753161.796286,719018.883459
2031,762865.014066,726592.800815
