year,Base case cost,Modeled non-residential energy efficiency
2017,285399.513268,330689.556062
2018,308447.848522,352456.871622
2019,340139.309496,382386.930518
2020,355985.039983,397351.959966
2021,366788.947133,407555.389135
2022,374711.812377,415037.903859
2023,380473.89619,420479.732749
2024,384795.45905,424561.104416
2025,390557.542864,430002.933306
2026,397039.887154,436124.990808
2027,402801.970968,441566.819698
2028,407843.794304,446328.419977
2029,414326.138595,452450.477478
2030,417927.440978,455851.620534
2031,425130.045745,462653.906647
