year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,94068.83,929471.35,794976.99,230968.38,1119776.4,599565.19
2018,101494.57,984517.86,852168.79,243919.89,1164571.72,634991.37
2019,111382.32,1060736.11,931419.3,260516.9,1224873.11,682913.29
2020,117288.13,1096728.06,984633.13,270860.79,1254162.36,714644.99
2021,121984.65,1120016.97,1024186.18,279574.15,1274837.12,738950.44
2022,126353.28,1139071.53,1067040.15,286986.48,1288620.3,762764.75
2023,130142.55,1151774.57,1105706.27,293830.48,1298957.68,784835.64
2024,133797.49,1162360.44,1143193.57,300459.02,1307572.16,806098.28
2025,137785.3,1175063.48,1182858.53,307627.04,1317909.54,828655.8
2026,142115.83,1189883.69,1224831.42,315345.44,1329969.82,852571.68
2027,146284.6,1202586.73,1265582.08,322796.6,1340307.2,875658.15
2028,150291.74,1213172.6,1311029.6,329987.36,1348921.69,901164.86
2029,154966.71,1227992.81,1354756.98,338261.33,1360981.96,925935.52
2030,158942.7,1236461.51,1399329.69,345415.96,1367873.55,950782.09
2031,163837.92,1251281.72,1444203.57,354040.78,1379933.83,976111.33
2032,169117.77,1268219.11,1498025.39,363270.74,1393717.0,1006399.79
2033,174245.28,1283039.32,1550555.49,372256.01,1405777.28,1035824.98
2034,179804.28,1299976.71,1605992.84,381926.79,1419560.46,1066900.52
2035,184627.26,1310562.58,1655574.69,390437.45,1428174.94,1094421.48
2036,190503.29,1327499.97,1712523.33,400619.5,1441958.12,1126233.32
2037,195624.0,1338085.83,1769865.64,409618.85,1450572.6,1157901.02
2038,201818.2,1355023.22,1828395.04,419814.77,1462632.88,1189082.35
2039,207521.56,1367726.26,1889547.9,429726.74,1472970.26,1222810.85
2040,214019.97,1384663.65,1956463.12,441395.77,1488476.33,1261274.56
