year,Base case cost,Modeled residential energy efficiency
2017,1394542.18372,1193067.01096
2018,1487160.16294,1261360.61176
2019,1614332.59423,1356914.07473
2020,1699278.11758,1424440.86386
2021,1763136.6144,1475441.29673
2022,1829804.90149,1530844.35825
2023,1890541.90209,1582647.68426
2024,1949291.8489,1633310.39113
2025,2011514.32784,1686807.00766
2026,2077403.09696,1743328.88547
2027,2141240.22626,1798638.33748
2028,2212194.45998,1861901.81305
2029,2280692.50408,1921319.88745
2030,2350111.7861,1983974.28212
2031,2420314.901,2045277.67564
2032,2504425.17814,2119833.90318
2033,2586380.47784,2193061.37973
2034,2672893.35473,2270188.07637
2035,2749996.17703,2340209.60342
2036,2838756.64723,2419743.98603
