year,Base case cost,Modeled water and wastewater efficiency
2017,325037.204871,263056.4174
2018,345414.458235,278113.397363
2019,371899.218545,297750.420289
2020,388148.912361,309709.368901
2021,401558.800324,319559.784834
2022,413339.75527,328145.432321
2023,423973.029672,335897.343717
2024,434256.511266,343393.067606
2025,445412.345303,351551.464853
2026,457461.27337,360387.675156
2027,469081.201059,368907.216944
2028,480279.096437,377115.58455
2029,493228.04055,386646.940418
2030,504358.662423,394817.431962
2031,517878.694198,404789.493189
