year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,211717.347171,156670.836907
2018,211717.347171,156670.836907
2019,211717.347171,156670.836907
2020,211717.347171,156670.836907
2021,211717.347171,156670.836907
2022,211717.347171,156670.836907
2023,211717.347171,156670.836907
2024,211717.347171,156670.836907
2025,211717.347171,156670.836907
2026,211717.347171,156670.836907
2027,211717.347171,156670.836907
2028,211717.347171,156670.836907
2029,211717.347171,156670.836907
2030,211717.347171,156670.836907
2031,211717.347171,156670.836907
