year,Base case cost,Modeled transmission and interties
2021,3459302.59191,
2022,3544400.51526,
2023,3616229.29328,
2024,3660395.41319,
2025,3717416.3319,
2026,3785839.82525,
2027,3852324.33783,
2028,3892289.33275,
2029,3961267.96996,
2030,4002828.66827,
2031,4082471.69968,
2032,4157182.80077,
2033,4221177.21151,
2034,4298365.00517,
2035,4339843.90692,
2036,4419938.83081,
2037,4474318.79336,
2038,4550942.72713,
2039,4596560.40075,
2040,4694626.43126,
