year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,248309.9,18618300.0,18618300.0
2004,,248309.9,19360500.0,19360500.0
2005,,248309.9,19318400.0,19318400.0
2006,,248309.9,19264500.0,19264500.0
2007,,248309.9,18525200.0,18525200.0
2008,,248309.9,18738500.0,18738500.0
2009,,248309.9,18730700.0,18730700.0
2010,,248309.9,19267450.0,19267450.0
2011,,248309.9,18919700.0,18919700.0
2012,,248309.9,19352000.0,19352000.0
2013,,248309.9,18504842.0,18504842.0
2014,start of forecast,248309.9,19163000.0,19163000.0
2015,,248309.9,19167000.0,19167000.0
2016,,248309.9,19131000.0,19131000.0
2017,,248309.9,19078000.0,19078000.0
2018,,248309.9,19020000.0,19020000.0
2019,,248309.9,19014000.0,19014000.0
2020,,248309.9,18989000.0,18989000.0
2021,,248309.9,18969000.0,18969000.0
2022,,248309.9,18948000.0,18948000.0
2023,,248309.9,18925000.0,18925000.0
2024,,248309.9,18891000.0,18891000.0
2025,,248309.9,18859000.0,18859000.0
2026,,248309.9,18822000.0,18822000.0
2027,,248309.9,18777000.0,18777000.0
2028,,248309.9,18727000.0,18727000.0
2029,,248309.9,18697000.0,18697000.0
2030,,248309.9,18657000.0,18657000.0
2031,,248309.9,18678000.0,18678000.0
2032,,248309.9,18620000.0,18620000.0
2033,,248309.9,18572000.0,18572000.0
2034,,248309.9,18529000.0,18529000.0
2035,,248309.9,18494000.0,18494000.0
2036,,248309.9,18466000.0,18466000.0
2037,,248309.9,18435000.0,18435000.0
2038,,248309.9,18395000.0,18395000.0
2039,,248309.9,18331000.0,18331000.0
2040,,248309.9,18330000.0,18330000.0
