year,Base case cost,Modeled solar power (pv)
2016,2077915.57307,2280212.11096
2017,2468683.22033,2665365.73586
2018,2741726.84401,2934582.98759
2019,3148804.18907,3336028.76179
2020,3322904.14537,3507927.27647
2021,3459302.59191,3642714.41344
2022,3544400.51526,3726959.89118
2023,3616229.29328,3798134.24779
2024,3660395.41319,3842018.94843
2025,3717416.3319,3898588.34113
2026,3785839.82525,3966394.36626
2027,3852324.33783,4032274.83095
2028,3892289.33275,4071996.74906
2029,3961267.96996,4140394.87353
2030,4002828.66827,4181730.16648
2031,4082471.69968,4260815.62357
2032,4157182.80077,4334813.39189
2033,4221177.21151,4398276.62386
2034,4298365.00517,4474779.82238
2035,4339843.90692,4516081.95572
