year,Base case cost,Modeled water and wastewater efficiency
2017,140861.182017,105097.291277
2018,147060.658484,109302.664467
2019,155497.324888,115067.925938
2020,159288.010115,117601.650206
2021,161873.731334,119299.051126
2022,163769.073406,120518.228058
2023,165146.3342,121379.067903
2024,166178.617993,122002.041725
2025,167557.546792,122868.622732
2026,169111.613873,123859.38774
2027,170322.441553,124613.385254
2028,171533.78049,125369.838082
2029,172915.435685,126246.836654
2030,173782.980885,126768.011432
2031,175510.738688,127889.914138
