year,Base case cost,Modeled non-residential energy efficiency
2017,292724.739601,397723.406176
2018,307392.275426,408098.945393
2019,327356.421411,423463.477134
2020,336319.915527,428697.4467
2021,342431.388788,431358.011221
2022,346913.135845,432577.31185
2023,350172.588251,432731.640433
2024,352617.177555,432197.327529
2025,355876.629961,432484.575033
2026,359543.513917,433213.899259
2027,362395.534772,433249.963625
2028,365247.555627,433347.189259
2029,368507.008033,433882.087172
2030,370544.165787,433341.479517
2031,374618.481294,434747.555225
