year,population
2003,62.0
2004,69.0
2005,65.0
2006,63.0
2007,71.0
2008,72.0
2009,71.0
2010,77.0
2011,76.0
2012,76.0
2013,76.0
2014,76.0
2015,76.0
2016,76.0
2017,76.0
2018,76.0
2019,77.0
2020,77.0
2021,77.0
2022,77.0
2023,77.0
2024,77.0
2025,77.0
2026,77.0
2027,77.0
2028,77.0
2029,77.0
2030,78.0
2031,78.0
2032,78.0
2033,78.0
2034,78.0
2035,78.0
2036,79.0
2037,79.0
2038,79.0
2039,79.0
2040,79.0
