year,Base case diesel consumed,Modeled residential ashp
2017,18665.7320844,10469.3191487
2018,18665.7320844,10469.3191487
2019,18665.7320844,10469.3191487
2020,18665.7320844,10469.3191487
2021,18665.7320844,10469.3191487
2022,18665.7320844,10469.3191487
2023,18665.7320844,10469.3191487
2024,18665.7320844,10469.3191487
2025,18665.7320844,10469.3191487
2026,18665.7320844,10469.3191487
2027,18665.7320844,10469.3191487
2028,18665.7320844,10469.3191487
2029,18665.7320844,10469.3191487
2030,18665.7320844,10469.3191487
2031,18665.7320844,10469.3191487
