year,Base case cost,Modeled residential energy efficiency
2017,219750.393415,219750.393415
2018,227589.226895,227589.226895
2019,238258.750244,238258.750244
2020,243049.148481,243049.148481
2021,246315.329098,246315.329098
2022,248710.528217,248710.528217
2023,250452.491213,250452.491213
2024,251758.96346,251758.96346
2025,253500.926455,253500.926455
2026,255460.634825,255460.634825
2027,256984.852446,256984.852446
2028,258509.070067,258509.070067
2029,260251.033063,260251.033063
2030,261339.759935,261339.759935
2031,263517.21368,263517.21368
2032,265476.92205,265476.92205
2033,267436.63042,267436.63042
2034,280797.237151,280797.237151
2035,282159.314358,282159.314358
2036,284202.430167,284202.430167
