year,Base case cost,Modeled diesel efficiency
2019,136008.795733,298664.012223
2020,142378.03503,300352.206661
2021,146847.289048,300409.28292
2022,150231.394155,299573.748027
2023,152440.679363,297761.882414
2024,154097.643269,295537.444952
2025,156306.928477,293902.557654
2026,159166.003453,292943.778839
2027,161481.854183,291574.548965
2028,164189.528142,290642.956745
2029,166807.531114,289709.371576
2030,168595.752553,288099.101781
2031,172191.689124,288208.051364
2032,175127.439292,287790.895972
2033,178074.885676,287456.702055
2034,181317.336613,287461.327496
2035,183856.715023,286895.773981
2036,186843.798583,286804.586378
2037,188555.344829,285619.601867
2038,192279.939774,286328.902311
