year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,5964.86,0.0,0.0
2004,,5964.86,0.0,0.0
2005,,5964.86,0.0,0.0
2006,,5964.86,304813.0,304813.0
2007,,5964.86,294994.0,294994.0
2008,,5964.86,322201.0,322201.0
2009,,5964.86,344365.0,344365.0
2010,,5964.86,364931.0,364931.0
2011,,5964.86,408660.0,408660.0
2012,,5964.86,434984.0,434984.0
2013,,5964.86,453062.0,453062.0
2014,,5964.86,441982.0,441982.0
2015,,5964.86,446694.0,446694.0
2016,start of forecast,5964.86,420000.0,420000.0
2017,,5964.86,421000.0,421000.0
2018,,5964.86,422000.0,422000.0
2019,,5964.86,422000.0,422000.0
2020,,5964.86,423000.0,423000.0
2021,,5964.86,424000.0,424000.0
2022,,5964.86,425000.0,425000.0
2023,,5964.86,425000.0,425000.0
2024,,5964.86,425000.0,425000.0
2025,,5964.86,425000.0,425000.0
2026,,5964.86,426000.0,426000.0
2027,,5964.86,427000.0,427000.0
2028,,5964.86,429000.0,429000.0
2029,,5964.86,430000.0,430000.0
2030,,5964.86,431000.0,431000.0
2031,,5964.86,433000.0,433000.0
2032,,5964.86,434000.0,434000.0
2033,,5964.86,435000.0,435000.0
2034,,5964.86,436000.0,436000.0
2035,,5964.86,438000.0,438000.0
2036,,5964.86,439000.0,439000.0
2037,,5964.86,439000.0,439000.0
2038,,5964.86,441000.0,441000.0
2039,,5964.86,441000.0,441000.0
2040,,5964.86,443000.0,443000.0
